timestamp,cpu_percent,mem_pss_kb
2026-02-06 17:37:33,69.60,302892
2026-02-06 17:37:35,81.20,290740
2026-02-06 17:37:37,79.40,281480
2026-02-06 17:37:39,93.50,284608
2026-02-06 17:37:40,90.00,287956
2026-02-06 17:37:42,86.60,268508
2026-02-06 17:37:46,87.00,255808
2026-02-06 17:37:47,67.70,256520
2026-02-06 17:37:49,93.30,259944
2026-02-06 17:37:51,86.60,260876
2026-02-06 17:37:53,100.00,262768
2026-02-06 17:37:54,80.60,263656
2026-02-06 17:37:56,80.60,266172
2026-02-06 17:37:58,63.60,267880
2026-02-06 17:38:00,81.80,269904
2026-02-06 17:38:02,70.90,271996
2026-02-06 17:38:03,96.70,273756
2026-02-06 17:38:05,86.60,274156
2026-02-06 17:38:07,74.10,276556
2026-02-06 17:38:09,77.40,278376
2026-02-06 17:38:11,58.00,280344
2026-02-06 17:38:12,90.00,286408
2026-02-06 17:38:14,76.60,263428
2026-02-06 17:38:16,70.00,255656
2026-02-06 17:38:18,70.90,254592
2026-02-06 17:38:19,90.00,256860
2026-02-06 17:38:21,83.80,259536
2026-02-06 17:38:23,80.60,261228
2026-02-06 17:38:24,86.20,263420
2026-02-06 17:38:26,86.60,266176
2026-02-06 17:38:28,93.50,266640
2026-02-06 17:38:32,77.40,271712
2026-02-06 17:38:33,76.60,274972
2026-02-06 17:38:35,64.50,276376
2026-02-06 17:38:37,96.70,278092
2026-02-06 17:38:38,75.00,277232
2026-02-06 17:38:42,77.40,275144
2026-02-06 17:38:44,65.60,264840
2026-02-06 17:38:46,75.00,251224
2026-02-06 17:38:47,71.80,248740
2026-02-06 17:38:49,70.00,248840
2026-02-06 17:38:51,93.30,250656
2026-02-06 17:38:53,77.40,252868
2026-02-06 17:38:55,77.40,255628
2026-02-06 17:38:56,100.00,256448
2026-02-06 17:38:58,93.50,257504
2026-02-06 17:39:00,62.50,259004
2026-02-06 17:39:02,71.80,261360
2026-02-06 17:39:03,86.40,263852
2026-02-06 17:39:05,91.60,265272
2026-02-06 17:39:07,94.10,266368
2026-02-06 17:39:09,97.40,269472
2026-02-06 17:39:11,92.30,270580
2026-02-06 17:39:13,80.00,272224
2026-02-06 17:39:15,103.00,274228
2026-02-06 17:39:17,86.10,261420
2026-02-06 17:39:21,102.00,245492
2026-02-06 17:39:23,70.70,247172
2026-02-06 17:39:25,80.40,249632
2026-02-06 17:39:27,92.50,251624
2026-02-06 17:39:29,84.20,253332
2026-02-06 17:39:31,83.70,252320
2026-02-06 17:39:33,86.40,256904
2026-02-06 17:39:37,70.20,261488
2026-02-06 17:39:40,78.30,263000
2026-02-06 17:39:41,73.90,265140
2026-02-06 17:39:46,96.70,269192
2026-02-06 17:39:48,106.00,271076
2026-02-06 17:39:50,150.00,265804
2026-02-06 17:39:52,76.90,259736
2026-02-06 17:39:54,83.70,245556
2026-02-06 17:39:55,86.10,248032
2026-02-06 17:39:57,113.00,250404
2026-02-06 17:39:59,81.00,251936
2026-02-06 17:40:01,92.10,253604
2026-02-06 17:40:03,108.00,255524
2026-02-06 17:40:05,97.20,257448
2026-02-06 17:40:07,100.00,259312
2026-02-06 17:40:09,83.30,261380
2026-02-06 17:40:11,89.10,263800
2026-02-06 17:40:15,96.70,266824
2026-02-06 17:40:17,84.20,273516
2026-02-06 17:40:19,85.20,274496
2026-02-06 17:40:21,113.00,273760
2026-02-06 17:40:23,75.00,275216
2026-02-06 17:40:25,87.10,255076
2026-02-06 17:40:27,75.70,249208
2026-02-06 17:40:29,87.80,250256
2026-02-06 17:40:33,81.50,252232
2026-02-06 17:40:35,100.00,222152
2026-02-06 17:40:37,106.00,221812
